wo_serial,wo_deal_name,wo_customer_code,wo_normalized_client,wo_sector,wo_owner,wo_po_date,matched_deal_row_id,matched_deal_name,matched_client_code,matched_deal_sector,matched_deal_owner,matched_deal_status,matched_deal_date,confidence_tier,match_score,match_notes
SDPLDEAL-170,Sesshomaru,WOCOMPANY_017,COMPANY017,Renewables,OWNER_003,2025-12-20,,,,,,,,UNMATCHED,-10.0,Below confidence threshold (best score -10): Exact Deal Name; Conflicting Sector; Matching Owner; Dead Deal Status
SDPLDEAL-171,Erwin,WOCOMPANY_021,COMPANY021,Mining,OWNER_001,2025-12-17,,,,,,,,UNMATCHED,20.0,Below confidence threshold (best score 20): Exact Deal Name; Matching Sector; Dead Deal Status
SDPLDEAL-172,Alias_160,WOCOMPANY_051,COMPANY051,Mining,OWNER_001,2025-12-12,,,,,,,,UNMATCHED,120.0,"Ambiguous multiple candidates (best score 120, runner-up 115, margin 5)"
SDPLDEAL-173,Alias_160,WOCOMPANY_051,COMPANY051,Mining,OWNER_001,2025-12-12,,,,,,,,UNMATCHED,120.0,"Ambiguous multiple candidates (best score 120, runner-up 115, margin 5)"
SDPLDEAL-174,Octopus,WOCOMPANY_002,COMPANY002,Mining,OWNER_003,2025-12-20,,,,,,,,UNMATCHED,0.0,Deal name 'Octopus' does not exist in Deals board
SDPLDEAL-175,Ben Tennyson,WOCOMPANY_033,COMPANY033,Renewables,OWNER_003,2025-12-22,,,,,,,,UNMATCHED,110.0,"Ambiguous multiple candidates (best score 110, runner-up 110, margin 0)"
SDPLDEAL-176,Ben Tennyson,WOCOMPANY_033,COMPANY033,Renewables,OWNER_003,2025-12-22,,,,,,,,UNMATCHED,110.0,"Ambiguous multiple candidates (best score 110, runner-up 110, margin 0)"
SDPLDEAL-177,Alphonse,WOCOMPANY_009,COMPANY009,Renewables,OWNER_005,2025-12-16,,,,,,,,UNMATCHED,20.0,Below confidence threshold (best score 20): Exact Deal Name; Matching Sector; Dead Deal Status
SDPLDEAL-178,Whale,WOCOMPANY_004,COMPANY004,Powerline,OWNER_002,,,,,,,,,UNMATCHED,0.0,Deal name 'Whale' does not exist in Deals board
SDPLDEAL-179,Squirtle,WOCOMPANY_049,COMPANY049,Powerline,OWNER_002,2025-12-24,,,,,,,,UNMATCHED,30.0,Below confidence threshold (best score 30): Exact Deal Name; Conflicting Sector; Status: Won
SDPLDEAL-180,Ben Tennyson,WOCOMPANY_033,COMPANY033,Renewables,OWNER_003,2025-12-29,,,,,,,,UNMATCHED,110.0,"Ambiguous multiple candidates (best score 110, runner-up 110, margin 0)"
SDPLDEAL-181,Turtle,WOCOMPANY_024,COMPANY024,Mining,OWNER_004,2026-01-01,,,,,,,,UNMATCHED,0.0,Deal name 'Turtle' does not exist in Deals board
SDPLDEAL-182,Bugs Bunny,WOCOMPANY_028,COMPANY028,Railways,OWNER_003,2026-01-12,,,,,,,,UNMATCHED,55.0,"Ambiguous multiple candidates (best score 55, runner-up 55, margin 0)"
SDPLDEAL-185,Bulbasaur,WOCOMPANY_050,COMPANY050,Others,OWNER_004,2026-01-09,,,,,,,,UNMATCHED,30.0,Below confidence threshold (best score 30): Exact Deal Name; Conflicting Sector; Status: Won
SDPLDEAL-186,Timon,WOCOMPANY_046,COMPANY046,Renewables,OWNER_001,2026-01-06,285.0,Timon,COMPANY038,Renewables,OWNER_001,Won,,MATCHED_HIGH,110.0,"High confidence composite match (110 pts, margin 25): Exact Deal Name; Matching Sector; Matching Owner; Status: Won"
SDPLDEAL-187,Ben Tennyson,WOCOMPANY_033,COMPANY033,Renewables,OWNER_003,2026-01-09,,,,,,,,UNMATCHED,110.0,"Ambiguous multiple candidates (best score 110, runner-up 110, margin 0)"
SDPLDEAL-188,Ben Tennyson,WOCOMPANY_033,COMPANY033,Renewables,OWNER_003,2026-01-09,,,,,,,,UNMATCHED,110.0,"Ambiguous multiple candidates (best score 110, runner-up 110, margin 0)"
SDPLDEAL-189,,WOCOMPANY_045,COMPANY045,Railways,OWNER_003,2026-01-09,,,,,,,,UNMATCHED,0.0,Work Order missing deal name
